OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species,LancangBesar,Pari,Tidung,KarangBeras,Pramuka,Kotok,Sepa,Total
ASV3082,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Perexilibacter,Unavailable,74,56,80,38,48,190,56,542
ASV8676,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,4,37,181,40,14,130,134,540
ASV10414,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,TG3,uncultured Chitinivibrionia bacterium,uncultured Chitinivibrionia bacterium,14,49,141,49,96,166,25,540
ASV5063,Bacteria,Planctomycetes,BD7-11,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,9,102,15,27,13,196,177,539
ASV10824,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,uncultured,uncultured bacterium,0,18,234,111,22,154,0,539
ASV5177,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured organism,26,46,21,64,223,9,148,537
ASV16972,Bacteria,Proteobacteria,Gammaproteobacteria,pItb-vmat-80,Unavailable,Unavailable,Unavailable,4,47,91,94,102,110,89,537
ASV8396,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,Unavailable,14,174,51,4,8,15,270,536
ASV4331,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,uncultured bacterium,23,80,379,0,21,18,14,535
ASV10920,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),Unavailable,Unavailable,Unavailable,32,0,4,151,343,2,3,535
ASV5493,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,uncultured organism,35,107,75,74,115,29,99,534
ASV17160,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,16,64,126,39,66,110,112,533
ASV1808,Bacteria,Planctomycetes,Pla3 lineage,uncultured deep-sea bacterium,uncultured deep-sea bacterium,uncultured deep-sea bacterium,uncultured deep-sea bacterium,97,72,79,68,37,154,23,530
ASV20947,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,uncultured Verrucomicrobia bacterium,uncultured Verrucomicrobia bacterium,uncultured Verrucomicrobia bacterium,35,165,71,72,57,69,61,530
ASV6026,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Unavailable,Unavailable,Unavailable,8,57,120,80,127,28,109,529
ASV4158,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,Unavailable,24,19,90,50,175,68,101,527
ASV1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Unavailable,261,48,47,43,35,35,57,526
ASV10519,Bacteria,Acidobacteria,Subgroup 21,uncultured Acidobacterium sp.,uncultured Acidobacterium sp.,uncultured Acidobacterium sp.,uncultured Acidobacterium sp.,9,31,145,243,75,22,1,526
ASV4064,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,uncultured Kiritimatiellaeota bacterium,uncultured Kiritimatiellaeota bacterium,uncultured Kiritimatiellaeota bacterium,38,35,80,40,112,143,77,525
ASV6045,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,4,48,92,108,78,98,97,525
ASV6146,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Unavailable,Unavailable,4,25,147,183,68,42,56,525
ASV6623,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,Unavailable,15,67,58,30,42,206,105,523
ASV8051,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,uncultured,uncultured bacterium,53,3,110,68,94,148,47,523
ASV6861,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,uncultured bacterium,30,266,82,6,7,110,20,521
ASV10810,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,42,49,29,63,165,40,133,521
ASV290,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,uncultured marine bacterium,36,36,84,56,67,104,136,519
ASV1896,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,0,44,47,98,76,191,63,519
ASV10354,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae bacterium CNJ795 PL04,Thermoactinomycetaceae bacterium CNJ795 PL04,Thermoactinomycetaceae bacterium CNJ795 PL04,41,65,33,92,155,36,97,519
ASV3567,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured Flammeovirgaceae bacterium,31,42,70,89,112,61,113,518
ASV846,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,Unavailable,0,58,92,13,135,45,174,517
ASV866,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,uncultured bacterium,0,27,95,81,192,80,42,517
ASV3726,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,uncultured,uncultured Pelagibius sp.,8,42,197,92,140,10,28,517
ASV10473,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,36,57,95,70,106,87,66,517
ASV3254,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Unavailable,Unavailable,Unavailable,15,67,109,93,95,83,54,516
ASV3458,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,uncultured sediment bacterium,uncultured sediment bacterium,50,14,418,0,0,34,0,516
ASV9720,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unavailable,Unavailable,Unavailable,0,40,86,54,86,99,151,516
ASV9874,Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,uncultured,uncultured bacterium,43,31,50,96,132,53,109,514
ASV4159,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,Unavailable,21,36,72,122,108,44,110,513
ASV6328,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Pelagibius,Unavailable,104,10,19,124,108,0,147,512
ASV19161,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured,Unavailable,8,27,181,77,88,64,66,511
ASV10432,Bacteria,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter,uncultured bacterium,8,54,0,126,36,68,217,509
ASV4281,Bacteria,Planctomycetes,vadinHA49,uncultured organism,uncultured organism,uncultured organism,uncultured organism,51,61,76,68,73,56,122,507
ASV6517,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax,Unavailable,14,113,23,165,26,68,98,507
ASV18802,Bacteria,Omnitrophicaeota,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,40,60,62,79,78,109,79,507
ASV2607,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,uncultured bacterium,58,57,127,104,48,78,34,506
ASV3637,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),bacterium associated with Parathyasira sp.,bacterium associated with Parathyasira sp.,bacterium associated with Parathyasira sp.,0,70,53,45,50,119,169,506
ASV9242,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,31,80,86,121,74,55,59,506
ASV4212,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Unavailable,28,17,51,105,156,76,72,505
ASV6529,Bacteria,Planctomycetes,Pla3 lineage,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,16,29,53,41,113,130,122,504
ASV8105,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,Unavailable,Unavailable,Unavailable,19,22,114,100,100,78,70,503
ASV2155,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,5,0,0,5,492,0,0,502
ASV2645,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,uncultured delta proteobacterium,9,133,2,104,127,87,39,501
ASV1634,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,Unavailable,Unavailable,Unavailable,0,109,0,384,7,0,0,500
ASV1781,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,uncultured bacterium,uncultured bacterium,uncultured bacterium,11,77,76,105,109,49,73,500
ASV4195,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group,uncultured bacterium,0,18,112,22,10,22,316,500
ASV5667,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,Unavailable,6,5,185,89,81,96,38,500
ASV14285,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,Unavailable,9,65,48,254,60,26,35,497
ASV21984,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,0,496,0,0,496
ASV1499,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,uncultured,uncultured gamma proteobacterium,20,85,91,40,123,52,84,495
ASV7270,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured Chloroflexus sp.,uncultured Chloroflexus sp.,0,22,90,100,95,110,78,495
ASV1093,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,21,54,99,49,46,89,134,492
ASV809,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,EF100-94H03,uncultured Parvibaculum sp.,uncultured Parvibaculum sp.,134,43,16,161,68,53,15,490
ASV9475,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured deep-sea bacterium,50,22,15,42,41,0,317,487
ASV8169,Bacteria,Planctomycetes,OM190,Unavailable,Unavailable,Unavailable,Unavailable,3,15,106,131,13,115,103,486
ASV18586,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Unavailable,Unavailable,33,46,18,212,107,17,53,486
ASV1372,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,uncultured,Unavailable,66,37,67,18,99,139,58,484
ASV4002,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,metagenome,0,20,83,206,13,101,60,483
ASV332,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,EC94,uncultured bacterium,uncultured bacterium,10,0,98,0,45,123,203,479
ASV8808,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albidovulum,uncultured alpha proteobacterium,42,74,86,78,70,68,60,478
ASV1130,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,74,34,105,47,59,129,26,474
ASV4309,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,uncultured organism,0,9,61,22,164,85,132,473
ASV16454,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,1,17,39,67,182,117,50,473
ASV323,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured Chloroflexi bacterium,16,55,85,33,162,72,47,470
ASV2786,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,uncultured bacterium,uncultured bacterium,uncultured bacterium,14,66,89,67,88,36,110,470
ASV157,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,Unavailable,24,23,0,157,173,3,89,469
ASV168,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,Unavailable,32,10,74,28,99,59,167,469
ASV3258,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,Unavailable,38,19,44,48,171,36,113,469
ASV984,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,uncultured,uncultured gamma proteobacterium,191,17,43,63,25,120,9,468
ASV1819,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,40,38,60,93,157,58,21,467
ASV7967,Bacteria,Planctomycetes,vadinHA49,Unavailable,Unavailable,Unavailable,Unavailable,6,33,111,51,60,114,92,467
ASV11108,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Unavailable,Unavailable,7,49,83,50,64,133,81,467
ASV2129,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,uncultured bacterium,58,17,11,17,183,16,164,466
ASV6828,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium,uncultured bacterium,36,22,102,97,110,89,10,466
ASV8056,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Coleofasciculaceae,Symploca PCC-8002,Unavailable,6,51,53,76,38,54,187,465
ASV2281,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,Unavailable,Unavailable,67,69,63,93,118,34,18,462
ASV1898,Bacteria,Lentisphaerae,Oligosphaeria,SS1-B-02-17,Unavailable,Unavailable,Unavailable,0,37,138,100,41,103,42,461
ASV1236,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unavailable,Unavailable,0,30,199,17,23,121,67,457
ASV2972,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,15,60,124,80,45,46,86,456
ASV749,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,Unavailable,Unavailable,Unavailable,43,43,98,101,76,76,18,455
ASV4535,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,L21-RPul-D3,uncultured organism,uncultured organism,0,0,5,59,196,83,112,455
ASV7606,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,32,96,96,25,37,123,46,455
ASV21330,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,5,0,180,270,0,0,455
ASV2753,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,2,32,126,55,38,199,1,453
ASV7150,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,uncultured bacterium,5,18,69,70,92,88,111,453
ASV1963,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Aestuariispira,uncultured alpha proteobacterium,5,25,113,82,80,48,99,452
ASV4146,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,uncultured,uncultured bacterium,3,29,17,74,95,87,147,452
ASV2481,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,uncultured bacterium,0,27,25,115,155,129,0,451
ASV425,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,Unavailable,Unavailable,0,36,0,129,35,200,50,450
ASV5442,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Nitrosomonas,Unavailable,9,42,83,41,110,82,83,450
ASV7661,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas,uncultured bacterium,0,0,248,0,52,0,150,450
ASV10391,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,38,26,107,74,46,115,44,450
ASV4868,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Eel-36e1D6,Unavailable,Unavailable,12,54,78,73,80,68,83,448
ASV9383,Bacteria,Acidobacteria,Subgroup 22,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,33,49,87,75,46,111,46,447
ASV1023,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,uncultured bacterium,uncultured bacterium,24,33,40,72,93,109,75,446
ASV10322,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured marine bacterium,uncultured marine bacterium,12,36,98,49,42,160,48,445
ASV2848,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured bacterium,28,29,83,36,106,116,43,441
ASV18004,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured delta proteobacterium,uncultured delta proteobacterium,26,29,86,82,52,103,63,441
ASV1619,Bacteria,Acidobacteria,Subgroup 9,Unavailable,Unavailable,Unavailable,Unavailable,11,335,0,10,6,78,0,440
ASV6880,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,43,51,101,64,85,64,30,438
ASV10595,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,uncultured bacterium,uncultured bacterium,uncultured bacterium,27,36,87,88,71,49,80,438
ASV1879,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,uncultured bacterium,uncultured bacterium,uncultured bacterium,118,122,4,12,61,50,68,435
ASV2903,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,uncultured organism,uncultured organism,21,36,93,46,67,60,111,434
ASV6264,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,uncultured bacterium,uncultured bacterium,uncultured bacterium,22,15,25,73,122,104,73,434
ASV7035,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,uncultured,uncultured organism,uncultured organism,0,33,21,184,13,58,125,434
ASV4238,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,uncultured Thermomicrobium sp.,uncultured Thermomicrobium sp.,uncultured Thermomicrobium sp.,60,13,16,61,10,231,42,433
ASV5238,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Unavailable,Unavailable,222,46,0,21,80,57,6,432
ASV8537,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured,uncultured bacterium,13,39,31,53,104,111,81,432
ASV2038,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,uncultured proteobacterium,0,0,27,42,20,342,0,431
ASV5172,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Cyanobacteriaceae,Unavailable,Unavailable,36,68,78,73,87,39,49,430
ASV9304,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,155,0,28,0,247,430
ASV319,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,uncultured bacterium,38,42,63,81,26,103,75,428
ASV4509,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Unavailable,31,62,79,81,64,46,65,428
ASV92,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Aureibacter,Aureibacter tunicatorum,25,40,39,91,124,12,96,427
ASV741,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Unavailable,Unavailable,30,98,74,95,64,33,32,426
ASV3429,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila,Unavailable,14,42,75,81,65,61,88,426
ASV11641,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Unavailable,Unavailable,Unavailable,0,16,142,24,122,36,85,425
ASV5001,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,uncultured,Unavailable,11,142,1,93,55,122,0,424
ASV2800,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,12,34,73,78,86,95,45,423
ASV3754,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria Incertae Sedis,Unknown Family,Deferrisoma,Unavailable,44,38,50,55,108,20,104,419
ASV12818,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,17,364,0,0,38,0,419
ASV1765,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Anderseniella,Rhodobium sp. MGS3-3,16,19,90,52,73,80,88,418
ASV2389,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Unavailable,Unavailable,6,24,25,68,136,49,107,415
ASV17091,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Unavailable,0,415,0,0,0,0,0,415
ASV5958,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium,19,57,86,85,68,61,38,414
ASV16792,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Unavailable,Unavailable,1,27,83,16,77,86,124,414
ASV393,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,uncultured bacterium,uncultured bacterium,uncultured bacterium,40,38,18,48,121,56,92,413
ASV3027,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,Unavailable,12,8,47,30,112,132,71,412
ASV2648,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured bacterium,33,95,82,46,58,72,25,411
ASV869,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila,uncultured bacterium,24,30,112,51,12,116,65,410
ASV6936,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,21,63,53,45,100,31,97,410
ASV7784,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Unavailable,Unavailable,Unavailable,53,43,96,81,43,59,35,410
ASV8282,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,Unavailable,11,216,13,39,37,32,62,410
ASV8452,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,uncultured sediment bacterium,uncultured sediment bacterium,8,43,83,74,80,58,64,410
ASV12342,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,6,31,46,3,13,9,298,406
ASV17088,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,uncultured Flexibacter sp.,36,48,69,68,64,57,64,406
ASV1413,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,uncultured bacterium,uncultured bacterium,16,74,126,52,58,53,26,405
ASV3579,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Unavailable,Unavailable,9,29,81,55,91,47,93,405
